,pressure,error_sum,speed_sum,denominator,angle_sum,angle_denominator,yield
0,828,94226.7378360879,18728.7809467051,1913.3183081006682,87024.1920115706,1913.3183081006682,2243
1,707,89642.50695154915,18450.55597271984,1790.6191076792988,76960.31627679424,1789.627662817925,2074
2,597,83848.44727115557,18209.39820615257,1717.0627522717043,68267.34959147958,1717.0627522717043,1979
3,497,78091.98622426573,17459.538090030892,1571.9142608713676,59088.02471042024,1570.1705999982034,1798
4,408,63957.10890331194,15428.718484977138,1323.0273136610463,44723.759363374586,1323.0273136610463,1508
5,329,66072.94828855369,15868.288974865442,1311.0715031376092,44353.70554077656,1311.0715031376092,1476
6,260,47251.48802601997,12185.089264754042,949.4252286442018,27740.499877152717,949.4252286442018,1070
7,201,41633.55060632116,11305.956032422679,856.0520654923189,24714.07824502945,856.0520654923189,974
8,152,45492.48508548114,12887.012923848535,930.536771202768,23460.832490709374,930.536771202768,1071
