,edges,rmse,shear,shear_era5
0,"-30,30",1.794733885925146,6.885717477939091,6.795432404250434
1,"30,70",1.7884904295403798,6.504703782029158,6.503982622497335
2,"-70,-30",1.7938964966568156,10.651196436792098,10.679796170102035
