,pressure,error_sum,speed_sum,denominator,angle_sum,angle_denominator,yield
0,828,86872.85423232001,16897.627259404115,1739.6563553306878,78390.1206145823,1739.6563553306878,2060
1,707,84448.42186889877,16673.471293424045,1699.475653206117,76669.02379621232,1699.475653206117,1995
2,597,88003.28560711043,17961.541947472557,1760.1730223057614,74493.82625907297,1760.1730223057614,2064
3,497,82023.73704126538,17681.267111182267,1655.671170855188,65471.0265391445,1655.671170855188,1923
4,408,70704.93311925817,15751.559231121135,1415.9336838029108,54215.65482965766,1415.9336838029108,1650
5,329,64938.97313399375,14881.677534372591,1309.5931350552999,47664.616739036144,1309.5931350552999,1512
6,260,54581.76569483232,13494.019953411997,1094.6063019008243,33090.44562063638,1094.6063019008243,1251
7,201,50644.71854829941,13059.094664011467,1038.0342570856828,30760.676767025285,1038.0342570856828,1197
8,152,50884.45638987088,12548.730256030132,1020.8237805074466,33198.79008768265,1019.9996543188247,1181
