,edges,rmse,shear,shear_era5
0,"-30,30",2.469636369110642,7.567935236666728,7.321355640181323
1,"30,70",2.470011817500781,6.937940085730664,6.577488543692124
2,"-70,-30",2.4955848454380063,11.40539103075992,10.65786042992443
